#MenusAndUI

sytx901	&Nová Hra
cfsa061	Výborná novina: objavili sme skrytý talent na¹ich poslíèkov!
cfsa062	Netu¹íme ako to robia, ale tieto záhadné vtáky doká¾u vystopova» svoj cie½...
cfsa063	...LEN POMOCOU FOTOGRAFIE s adresátom.
cfsa064	Na oslávenie im Eva spravila malièké baretky. Po¹lem ti nejaké fotky!
cfsa049	Manuel, som znepokojený správami o tvojom odkúpení Automatu a jeho prerobením na noèný klub.
cfsa050	Je fajn, ¾e sa v Rubacave cíti¹ pohodlne, ale modlím sa, aby si nezabudol na vy¹¹ie ciele...
cfsa051	Nie v tomto, ale v tom ïal¹om svete nás èaká skutoèná nádhera.
cfma052	Toto pri¹lo dnes:
cfsa053	Dávaj si pozor Manuel. Si v smrte½nom nebezpeèenstve!
cfsa054	Nejako sa v uliciach El Marrow roz¹írila správa o tvojom pobyte v Rubacave.
cfsa055	Ak sa táto informácia dostane k Hectorovi LeMansovi, urèite za tebou vy¹le svojich poskokov.
cfsa056	Musí¹ sa na chví½u vzda» h½adania Mercedes a prosím...
cfsa057	Odíï z Rubacavy na ïal¹ej lodi!
cfma058	Myslím, ¾e trochu preháòa, ale cítim sa by» riadny hlupák, ¾e som si dal meno na obrovský pútaè.
cclu001	Hej, to je kartièka z môjho nového ¹atòového systému!
cclu002	TEBA TO FAKT ZAUJÍMA!
ccma003	Mohla by si mi vyda» môj kabát, prosím?
cclu004	TO SI PÍ©!
cclu005	TO JE TAKÉ VZRU©UJÚCE!
cclu006	OK, OK, OK...
cclu007	Moment...
cclu008	22, 22, 22...
cclu009	Lengua... Lengua...
cclu010	Leeeeeeennnnguuuaaaaa-ha ha!
cclu011	TU JE TO!
cclu012	DO ÈERTA!
ccma013	Èo sa stalo?!
cclu014	ZASTREL MA!
ccma015	Lupe! Èo sa stalo?
cclu016	To nemô¾e by» tvoje!
ccma017	Ale je. Vïaka.
cclu018	Naèo ti je malièký dámsky kabát?
ccma019	Nepredpokladám, ¾e by tam bol niekde fo»ák?
cclu020	Och.... nie.
ccma021	Musela to schova» niekde inde...
cclu022	Och...
ccma023	Ja - poviem ti to zajtra.
cclu024	Mám tu pre teba odkaz od Loly!
ccma025	Lola?
cclu026	Áno! Tak, kam so ho len dala?
cclu027	Kam, kam, kam, kam?
cclu028	Och!
cclu029	Tuto!
cclu030	Nie.
cclu031	Poèka».
cclu032	Kuròa.
cclu033	Mám úplne nový systém na odkazy...
cclu034	Len sa...
cclu035	Tu je!
cclu036	Nie, nie, moment.
cclu037	Ach!
cclu038	Buï ticho!
cclu039	TU JE TO!
cclu040	Poèka»... je to prázdne.
cclu041	Nieèo ale bolo vo vnútri. Malo to tvar k½úèa.
ccma042	K½úèa?
cclu043	Áno! Ale ¾eby sem niekto vo¹iel a potiahol ten k½úè, keï som triedila kabáty?
cclu044	Kto by to urobil?
cclu045	Pokazili mi CELÝ MÔJ SYSTÉM!!!
cclu046	MANNY! Ó!
cclu047	MANNY!
cclu048	Poï sem!
cctx049	Lupe
ccma050	Vyzerá to, ¾e Lupe je zase vo svojom ¾ivle.
ccma051	Nie mojich zamestnancov.
cclu052	Hej, stavím sa, ¾e je to ten k½úè z Lolinho odkazu.
cclu053	Ja nekontrolujem k½úèe, Manny.
cclu054	Na to musí¹ zamestna» ¹oféra.
cclu055	Tridsa»¹es»? Také èíslo ani nepatrí do môjho systému, Manny!
cclu056	A okrem toho si nemyslím, ¾e by som niekomu dovolila odlo¾i» si tu starú hrdzavú kotvu.
ccma057	Nech sa páèi.
cclu058	OCH!
cclu059	BOMBA! HNEÏ TI DÁM KARTIÈKU...
ccma060	U¾ si mi jednu dala.
cclu061	ÈO®E? AKÉ BOLO NA NEJ ÈÍSLO???
ccma062	U¾ si nepamätám. Stratil som ju.
cclu063	AAAAAAHHH!
cclu064	SNA®Í© SA MA VYTOÈI«?
ccma065	Áno.
ccma066	Získal som to len pred chví½ou!
cctx067	jacket
ccma068	Je to Lolin kabát.
ccma069	Úbohá Lola. Keby som len mal jej fo»ák alebo ten film...
ccma070	Naozaj by som mohol dosta» Nicka.
ccma071	To s Loliným kabátom nespravím!
ccma072	V jednom vrecku je malý kúsok papiera...
ccma073	U¾ tam niè nie je.
cctx074	slip of paper
ccma075	Je tu len: "È. 36 - Hrdzavá kotva."
ccma076	Èo TO znamená?
ccma077	Èo by som s tým robil!
cctx078	distraction
cctx079	distraction
cctx080	door
cctx081	door
cctx082	stairs
ccma083	Toto sú schody do mojej pracovne.
ccma084	Zdravím, Lupe.
cclu085	Och!
cclu086	Ahoj Manny!
cclu087	SOM TAKÁ VZRU©ENÁ!!!
cclu088	MUSÍM TI POVEDA« O MOJOM NOVOM SYSTÉME UKLADANIA KABÁTOV!
ccma089	Myslí¹, ¾e príde dnes veèer?
cclu090	Manny, pýta¹ sa ma to ka¾dý deò...
cclu091	...èo mám na to poveda»?
ccma092	Povedz: "Áno, myslím, ¾e dnes je ten deò D."
cclu093	Áno, myslím, ¾e dnes je ten deò D...
cclu094	Kedy sa koneène zblázni¹ z èakania na ú¾asný príchod sleèny Mercedes Colomar!
ccma095	No, ve½mi ma to nepovzbudilo.
cclu096	Ja len nezná¹am, keï sa ka¾dý veèer vzdáva¹ svojich oèakávaní.
ccma097	Jej sa nevzdám.
ccma098	Niè. Má¹ mi poveda», ¾e to prekonám.
cclu099	Hej, nechcem, aby si sa vzdal Mercedes...
cclu100	...len maj trochu realistickej¹ie oèakávania, to je v¹etko.
ccma101	Tak e¹te raz, dobre? Myslí¹, ¾e príde dnes veèer?
cclu102	ÁNO! MYSLÍM, ®E DNES JE TEN DEÒ D!
cclu103	Mô¾e by», Manny. Buï trpezlivý.
cclu104	Niè. U¾ to prekonaj, tvrdohlavec!
ccma105	Vïaka.
ccma106	Vie¹, je to moja vina, ¾e je v lese sama.
cclu107	(vzdych)Keï to vraví¹, Manny.
ccma108	U¾ pri¹iel Bogen?
cclu109	Áno, je dolu v kasíne. Pravdepodobne sa zase te¹í zo svojho typického ¹»astia.
ccma110	Bol Bogen na¹tvaný, keï odchádzal?
cclu111	Veru, èo sa stalo?
ccma112	Hej, ka¾dého raz opustí ¹»astie.
cclu113	Opatrne, Manny, lebo nám zatvoria podnik!
ccma114	Ako to dnes ide?
cclu115	Je to tu vymreté, Manny.
cclu116	V¹etci sú dnes zrejme doma na Deò màtvych...
cclu117	...a¾ na kasíno. To je plne vy»a¾ené.
cclu118	Preèo ½udia, ktorí nejdú domov sú tí istí, èo majú radi hazardné hry?
ccma119	No, myslím, ¾e keï nemá¹ preèo ís» domov, nemá¹ èo strati».
cclu120	Hej, to by sme mali vyvesi» na dvere!
ccma121	V¹etko v poriadku v krajine ko¾uchov a kabátov?
cclu122	V¹etko v poriadku!
cclu123	Je to nádhera!
cclu124	U¾ sa nemô¾em doèka», kedy sem prídu ½udia a vyskú¹ajú môj nový systém!
cclu125	Je taký bombový!
cclu126	Chce¹ o òom poèu»?
ccma127	OK, povedz mi v¹etky detaily o tvojom novom ¹atòovom systéme.
cclu128	Juj!
cclu129	OK. Vzadu som na¹la plastové kartièky, èo zostali z automatu. A hádaj èo?
cclu130	V©ETKY MAJÚ ÈÍSLA!
cclu131	Tak¾e ka¾dému, kto si odlo¾í kabát, dám jednu kartièku a...
cclu132	MANNY!
cclu133	VEÏ TY MA VÔBEC NEPOÈÚVA©!!!
cclu134	STRÁVILA SOM TO¼KO ÈASU ORGANIZOVANÍM KABÁTOV A TEBA TO VÔBEC NEZAUJÍMA!
ccma135	Lupe...
cclu136	Zabudni na to!
cclu137	Nepredstieraj záujem.
ccma138	Nie, chcem to poèu»...
cclu139	HA!
cclu140	Nie, poviem to niekomu inému.
cclu141	Niekomu, koho to zaujíma.
ccma142	PROSÍM povedz mi v¹etko o tvojom novom ¹atòovom systéme, naozaj.
cclu143	Nedoberaj si ma, Cal.
ccma144	OK, vrá» sa k svojej práci.
cclu145	Ale... môj systém!
ccma146	Hneï sa vrátim.
cclu147	OK!
cima001	Pozri sa na tento fe¹ný preukaz do Klubu ve½kých hráèov!
cima002	Neveril by si akí sú tam do seba zah½adení.
cima003	Nemyslím, ¾e ich klub je viac VIP ako ná¹, èo povie¹?
cigl004	Ja neviem, j-j-ja s-sa sna¾ím dr¾a» ï-ïalej od toho m-miesta...
cima005	Fakt? Preèo?
cigl006	Kvôli môjmu...
cigl007	...môjmu...
cigl008	Môjmu problému.
cima009	Glottis?
cima010	Compadre?
cigl011	Ú! Pieseò na po¾iadanie!
cigl012	Hmmm... Hrdzavá kotva... Hrdzavá kotva...
cigl013	Áno, myslím... ¾e ju poznám!
cigl014	Ak sa dobre pamätám...
cigl015	Je to nieèo...
cigl016	...ako toto:
cigl017	Ó, moja loï má hrdzavú kotvu.
cigl018	Hrdzavej¹ia u¾ by» nemô¾e.
cigl019	V ka¾dom prístave ju spustím,
cigl020	a ona sa v¾dy vráti ku mne!
cigl021	Ó hrdzavá kotva,
cigl022	Stále padá, padá, padá.
cigl023	Ó hrdzavá kotva,
cigl024	Tu¹ím sa musím poprechádza».
cigl025	Teraz mám tú hrdzavú kotvu rád,
cigl026	ale èloveèe, ona mòa nie.
cigl027	A dnes ráno po prebudení som zistil,
cigl028	¾e nás uná¹a na more!
cigl029	Ó hrdzavá kotva,
cigl030	Stále padá, padá, padá.
cigl031	Ó hrdzavá kotva,
cigl032	Tu¹ím sa musím poprechádza».
cigl033	A pri ka¾dej príle¾itosti jej ïakujem,
cigl034	¾e ma nikdy neopustila.
cigl035	No, moje kosti sú u¾ celkom znièené,
cigl036	ona im v¹ak nikdy nedá pokoja!
cigl037	Ó hrdzavá kotva,
cigl038	Stále padá, padá, padá.
cigl039	Ó hrdzavá kotva,
cigl040	Tu¹ím sa musím poprechádza».
cigl041	No, èo myslí¹?
cima042	Myslel som, ¾e si bol stvorený len na ¹oférovanie.
cigl043	No, po to½kých rokoch sa aj na démona èo-to nalepí.
cigl044	Ahoj, Manny!
citx045	Glottis
cima046	Zdá sa, ¾e Glottis je dobrý vo v¹etkom, kde sa pou¾ívajú pedály.
citx047	bottle of gold flake liqueur
cima048	Á, "Marillo de Oro". Ve½mi jemný likér naplnený zlatými lupienkami!
cima049	Pre mojich zákazníkov len to najlep¹ie...
cima050	...pre bohatých zákazníkov.
cima051	Veru... Rad¹ej si to zoberiem, je to bezpeènej¹ie.
cima052	Nemyslím, ¾e by som teraz prehltol e¹te viac kovu...
cima053	No, len jeden dú¹ok...
cima054	(m½ask) Ách...
cima055	(Grrrrg!)
citx056	piano
cima057	Nemô¾em uveri», ¾e som mu tak dlho bránil polo¾i» na tú vec hnáty.
cima058	Nie som v tom odbore.
cima059	Úúú, úúú...
cima060	Úú-ú úúúúúú...
cima061	Meeeeeecheeeeeee....
cilu062	Úúúú! Dobré!
citx063	 
citx064	 
citx065	door
citx066	door
cigl067	Manny, policajný dôstojník i¹iel okolo. Pokúsil som sa mu zahra» pesnièku...
cigl068	...a on na mòa nakrièal.
cima069	Och, niè si z toho nerob, kamo.
cima070	Je len na¹tvaný, preto¾e prehral.
cigl071	Nemá náhodou stále vyhráva», aby nás mal v ob½ube a nikdy u nás neurobil raziu?
cima072	Nespraví tu raziu. Je sviatok!
cima073	Ko½ko to vlastne má¹?
cigl074	Och, um... dve...
cigl075	...alebo tri... nie... dve.
cigl076	Tak, tak, iba dvetisíc.
cima077	Rokov?
cigl078	Alebo tridsa» miliónov mí½, ako sa to vezme.
cima079	Práve som narazil na Domina a Meche. Odchádzame z mesta.
cigl080	È? È? Ako?
cima081	Domino má Meche.
cima082	Dnes veèer ideme za nimi.
cigl083	Èo mám robi»?
cima084	Zatia½ tu seï, kým nezo¾eniem loï.
cigl085	Sedie» tu.
cigl086	Vykonám!
cigl087	OK.
cima088	Pokojná noc, ha kamo¹?
cigl089	Deò màtvych nie je pre biznis dobrý, ¹éfe.
cigl090	Ale minulú noc... Pamätá¹ si minulú noc, Manny?
cigl091	Hooo-weee!
cima092	Èo to hrá¹?
cigl093	Oh, to je len taká, no...
cigl094	...½úbostná pieseò.
cigl095	Pre moju lásku, he he.
cima096	Zaspievaj trochu z tej piesne, èo povie¹?
cigl097	No, mám len túto èas»...
cigl098	Oooooh, Oooooooh...
cigl099	Oooh-Ooooh Ooooooooooooooh...
cigl100	Kooooostiiiiitraaaaaaas....
cima101	Páèi sa mi.
cima102	Myslí¹, ¾e príde dnes veèer?
cigl103	Kto, moja láska?
cima104	Nie, Meche.
cigl105	Vie¹ èo Manny?
cigl106	Myslím, ¾e príde!
cigl107	Mám pocit, ¾e dnes je ten deò D!
cima108	Vie¹, keï odtia½to odídeme, bude mi to tu chýba».
cigl109	Och Manny, preèo tu nemô¾eme zosta»?
cigl110	Máme svoj vkusný klub, tri jedlá denne...
cigl111	Max mi dovolí raz tý¾denne prehna» Kostitras po maèacom závodisku...
cigl112	Plus, v týchto ¹atách vyzeráme dobre!
cima113	Glottis, nemô¾em v tomto svete ¾i» naveky. Nepatrím sem.
cima114	Musím nájs» Meche a pomôc» jej, preto¾e neby» mòa, mohla by» v tom vlaku u¾ pred rokom!
cigl115	OK, Manny.
cima116	Neskôr.
cigl117	Maj sa.
cima118	No, nechám »a ïalej cvièi».
cigl119	Ja nepotrebujem cvièi», èloveèe. Som dobrýýýý.
cigl120	Som dobrýýýý.
cima121	Znie to dobre.
cigl122	Ja viem!
cnma001	...jeden.
cnma002	...dva.
cnma003	...tri.
cnma004	...¹tyri.
cnma005	...pä».
cnma006	...¹es».
cnma007	...sedem.
cnma008	...osem.
cnma009	...devä».
cnma010	...desa».
cnma011	...jedenás».
cnma012	...dvanás».
cnma013	...trinás».
cnma014	...¹trnás».
cnma015	...pätnás».
cnma016	...¹estnás».
cnma017	...sedemnás».
cnma018	...osemnás».
cnma019	...devätnás».
cnma020	...dvadsa».
cnma021	...dvadsa»jeden.
cnma022	...dvadsa»dva.
cnma023	...dvadsa»tri.
cnma024	...dvadsa»¹tyri.
cnma025	...dvadsa»pä».
cnma026	...dvadsa»¹es».
cnma027	...dvadsa»sedem.
cnma028	...dvadsa»osem.
cnma029	...dvadsa»devä».
cnma030	...tridsa».
cnma031	...tridsa»jeden.
cnma032	...tridsa»dva.
cnma033	...tridsa»tri.
cnma034	...tridsa»¹tyri.
cnma035	...tridsa»pä».
cnma036	...tridsa»¹es».
cncr037	Nula.
cncr038	Jeden.
cncr039	Dva.
cncr040	Tri.
cncr041	©tyri.
cncr042	Pä».
cncr043	©es».
cncr044	Sedem.
cncr045	Osem.
cncr046	Devä».
cncr047	Desa».
cncr048	Jedenás».
cncr049	Dvanás».
cncr050	Trinás».
cncr051	©trnás».
cncr052	Pätnás».
cncr053	©estnás».
cncr054	Sedemnás».
cncr055	Osemnás».
cncr056	Devätnás».
cncr057	Dvadsa».
cncr058	Dvadsa»jeden.
cncr059	Dvadsa»dva.
cncr060	Dvadsa»tri.
cncr061	Dvadsa»¹tyri.
cncr062	Dvadsa»pä».
cncr063	Dvadsa»¹es».
cncr064	Dvadsa»sedem.
cncr065	Dvadsa»osem.
cncr066	Dvadsa»devä».
cncr067	Tridsa».
cncr068	Tridsa»jeden.
cncr069	Tridsa»dva.
cncr070	Tridsa»tri.
cncr071	Tridsa»¹tyri.
cncr072	Tridsa»pä».
cncr073	Tridsa»¹es».
cncr074	Le zéro...
cncr075	Le un...
cncr076	Le deux...
cncr077	Le trois...
cncr078	Le quatre...
cncr079	Le cinq...
cncr080	Le six...
cncr081	Le sept...
cncr082	Le huit...
cncr083	Le neuf...
cncr084	Le dix...
cncr085	Le onze...
cncr086	Le douze...
cncr087	Le treize...
cncr088	Le quatorze...
cncr089	Le quinze...
cncr090	Le seize...
cncr091	Le dix-sept...
cncr092	Le dix-huit...
cncr093	Le dix-neuf...
cncr094	Le vingt...
cncr095	Le vingt et un...
cncr096	Le vingt-deux...
cncr097	Le vingt-trois...
cncr098	Le vingt-quatre...
cncr099	Le vingt-cinq...
cncr100	Le vingt-six...
cncr101	Le vingt-sept...
cncr102	Le vingt-huit...
cncr103	Le vingt-neuf...
cncr104	Le trente...
cncr105	Le trente et un...
cncr106	Le trente-deux...
cncr107	Le trente-trois...
cncr108	Le trente-quatre...
cncr109	Le trente-cinq...
cncr110	Le trente-six...
cncr111	Rouge,
cncr112	Noir,
cncr113	Èervená.
cncr114	Èierna.
cncr115	...pair et passe.
cncr116	...pair et manque.
cncr117	...impair et pass.
cncr118	...impair et manque.
cncr119	Mesdames et Messieurs, faites vos jeux s'il vous plaît.
cncr120	Dámy a páni, uzavrite stávky, prosím.
cncr121	Mesdames et Messieurs, rien ne va plus.
cncr122	Les jeux sont faits.
cncr123	Dámy a páni, koniec stávok.
cncr124	Prosím, ukonèite stávky.
cncr125	Le deux. Noir, pair et manque.
cncr126	Èíslo dva, dvojka vyhráva.
cncr127	Va¹e ¾etóny, monsieur...
cnbo128	Och, èo¾e? Ïakujem!
cnbo129	Ïakujem vám ve½mi pekne!
cnbo130	Aké milé!
cnbo131	Znovu?
cnbo132	Toto musí by» môj ¹»astný deò!
cnbo133	Merci.
cnbo134	Merci beaucoup.
cncr135	Le numéro gagnant...
cncr136	Bank vypláca v¹etky výhry...
cncr137	La banque paye...
cnma138	Chowchilla Charlie, na jeho obvyklom mieste...
cnma139	Mohol by som to spravi» a odhodi» ho aj dos» ïaleko.
cnma140	Mohol som vedie» ¾e táto tlaèiareò na ústri¾ky nebude fungova»!
cnma141	Ja a táto tlaèiareò na ústri¾ky, spolu rozbijeme bank!
cnma142	Preèo sa ob»a¾ova»? Tento odpad...
cnma143	Túto zlatú baòu si nechávam pre seba.
cnma144	Je to kontrolný ústri¾ok na, hmm...
cnma145	pondelok...
cnma146	utorok...
cnma147	stredu...
cnma148	¹tvrtok...
cnma149	piatok...
cnma150	sobotu...
cnma151	nede½u...
cnma152	Tý¾deò...
cnma153	Závod...
cnma154	To je V.I.P. preukaz do Klubu ve½kých hráèov, ktorý som dostal od Chowchilla Charlieho.
cnma155	Nemyslím ¾e je dobrý na nieèo iné ako na neoprávnený prienik do Klubu ve½kých hráèov.
cnma156	Dnes u¾ poctivého krupiéra zo¾eniete »a¾ko...
cnma157	A takých ako je tento e¹te »a¾¹ie.
cnma158	(V¹etko v poriadku tam dole?)
cncr159	(Èo sa stalo so ©»astenou monsieur Bogena?)
cnma160	(Asi niekam odbehla.)
cncr161	(No, presne ako on.)
cncr162	(Vyzerá to, ¾e nám odpustil. Prosím...)
cncr163	(...nechajte jeho ©»astenu rad¹ej pracova», eh?)
cncr164	(Tu¹ím budem potrebova» ïa½¹ie ¾etóny ak si monsieur ©»astný nepovie, ¾e aj zajtra je deò...)
cnma165	Ach, môj chlieb s maslom...
cnma166	Bohatý dobrodruh s chabými znalos»ami pravdepodobnosti a ¹tatistiky.
cnma167	Na to tu máme vyhadzovaèa, ale ten je teraz zamestnaný hrou na piano.
cnma168	Nie kým prehrávajú.
cnma169	Policajný ¹éf Bogen, najlep¹í policajt v Rubacave.
cnma170	...jediný policajt v Rubacave, mimochodom.
cnma171	Vedel som ¾e nebudete na¹tvaný donekoneèna.
cnbo172	Och, stále som na¹tvaný, ale niè tak nevylep¹í náladu ako séria výhier.
cnma173	Viete, hovorí sa, ¾e by èlovek mal v¾dy v najlep¹om presta».
cnbo174	To hej, ale ja cítim ¾e dnes je môj EXTRA ¹»astný deò.
cntx249	door
cncc175	Kde je môj kufor?
cnma176	Kde sú tvoje dobré spôsoby?
cncc177	Povedal si, ¾e dostane¹ moje peniaze z Maximinovho sejfu!
cnma178	Neboj sa, Chuck.
cnma179	Èo »a èaká, to »a neminie.
cnma180	Bude vadi», keï si prisadnem?
cncc181	Samozrejme nie, Manny.
cncc182	Ja... myslím, je to tvoj klub, správne?
cncc183	Manny.
cnma184	Správne. Tak èo v òom robí¹?
cnma185	Nepovedal som ti aby si sa nevracal kým nebude¹ môc» zaplati» úèet?
cncc186	Och-huh. Och, vyrazili ma z tej maèacej dráhy lebo som si tlaèil falo¹né ústri¾ky.
cncc187	Tak¾e teraz musím chodi» sem, Manny...
cncc188	...èo je výborné, èo je výborné!
cnma189	Èo robí¹ v mojom klube, Charlie?
cnma190	Ako si tlaèil falo¹né ústri¾ky?
cncc191	Týmto!
cncc192	Nie je prekrásna?
cncc193	Naposledy keï som bol pod zámkom, bol som v cele s najväè¹ím podvodníkom akého som kedy videl.
cncc194	Dos» èasto bol mimo a toto som mu ¹lohol celkom bez problémov.
cnma195	Tak dík. Nikdy nevie¹, kedy sa ti také nieèo mô¾e zís».
cncc196	Hej, vrá» mi to, Manny!
cnma197	Mo¾no keï vyrovná¹ ten úèet, èo, Charlie?
cncc198	Och, Manny...
cnma199	Èo vie¹ e¹te fal¹ova»?
cncc200	Niè.
cncc201	V¹etko.
cnma202	Vie¹ robi» pasy?
cncc203	Manny, ty e¹te stále o to½kých veciach rozmý¹½a¹ ako ¾ivý èlovek!
cncc204	Du¹e nepotrebujú pasy...
cncc205	V¹etci sme obèania jednej krajiny a ná¹ krá½ sa nesie na bielom koni.
cnma206	Tak¾e ¾iadne pasy?
cncc207	Nieee. Nie, ten malý hologram sa robí hrozne »a¾ko, vie¹?
cnma208	Èo takto vodièské preukazy?
cncc209	Jasné. Len, hm, daj mi nejakú nov¹iu fotku, pätdesiat na drevo a uh...
cncc210	...nejaké dva tý¾dne, okej?
cnma211	Vie¹ robi» slu¹né odborárske preukazy?
cncc212	Manny?
cncc213	Zaèína¹ si privyrába» fu¹kami, alebo si chce¹ len vyrazi» s námorníkmi?
cnma214	Vie¹ alebo nevie¹?
cncc215	Hmmm...
cncc216	Mám pre teba dohodu.
cncc217	Ak ty získa¹ moje prachy od Maximina, ja »a urobím PREZIDENTOM tých ich odborov.
cnma218	Nepotrebujem by» prezidentom. A preèo má vlastne Max tvoje peniaze?
cncc219	Dal som mu ich plný kufor ako záruku na slu¹ne ve½kú stávku minulý mesiac.
cncc220	Ten závod bol zmanipulovaný. Manny, ¹lohli mi prachy ako obyèajní zlodeji.
cncc221	Tu má¹, s týmto V.I.P. preukazom sa dostane¹ do Klubu ve½kých hráèov...
cncc222	...mòa tam u¾ aj tak nepustia...
cncc223	Mal by tam by» sejf niekde vo vínnej pivnici a môj kufor by mal by» v òom.
cnma224	A ty mi zo¾enie¹ preukaz e¹te dnes v noci?
